one battle with attributes : is_ottoman_offensive = 0, betrayal = 0, march_from_constantinople = 0, is_water_poisoned = 0, size_increase = 0, rounds = 170

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 23,52,4,52,0,1,0,15,28,12, 
Tamerlane, 23,60,1,60,0,1,0,11,43,6, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 24,50,6,50,0,1,0,18,24,12, 
Tamerlane, 24,60,1,60,0,1,0,15,39,6, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 25,49,7,49,0,1,0,15,27,12, 
Tamerlane, 25,60,1,60,0,1,0,12,41,7, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 26,46,10,46,0,1,0,18,22,12, 
Tamerlane, 26,60,1,60,0,1,0,22,31,7, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 27,46,10,46,0,1,0,19,20,13, 
Tamerlane, 27,60,1,60,0,1,0,18,35,7, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 28,42,14,42,0,1,0,18,18,13, 
Tamerlane, 28,60,1,60,0,1,0,27,26,7, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 29,41,15,41,0,1,0,19,17,13, 
Tamerlane, 29,60,1,60,0,1,0,20,33,7, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 30,41,15,41,0,1,0,18,18,13, 
Tamerlane, 30,60,1,60,0,1,0,18,35,7, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 31,38,18,38,0,1,0,18,17,13, 
Tamerlane, 31,60,1,60,0,1,0,24,27,9, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 32,38,18,38,0,1,0,17,17,14, 
Tamerlane, 32,60,1,60,0,1,0,11,40,9, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 33,37,19,37,0,2,0,13,19,14, 
Tamerlane, 33,59,2,59,0,1,0,17,33,10, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 34,34,22,34,0,2,0,15,16,14, 
Tamerlane, 34,59,2,59,0,1,0,21,29,10, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 35,34,22,34,0,2,0,15,16,14, 
Tamerlane, 35,59,2,59,0,1,0,16,34,10, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 36,33,23,33,0,2,0,14,16,14, 
Tamerlane, 36,59,2,59,0,1,0,18,32,10, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 37,32,24,32,0,2,0,14,15,14, 
Tamerlane, 37,59,2,59,0,1,0,18,32,10, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 38,31,25,31,0,3,0,13,13,15, 
Tamerlane, 38,59,2,59,0,1,0,21,29,10, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 39,28,28,28,0,3,0,13,10,15, 
Tamerlane, 39,59,2,59,0,1,0,26,24,10, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 40,28,28,28,0,3,0,13,10,15, 
Tamerlane, 40,59,2,59,0,1,0,27,23,10, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 41,28,28,28,0,3,0,13,10,15, 
Tamerlane, 41,59,2,59,0,1,0,23,27,10, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 42,28,28,28,0,3,0,13,9,16, 
Tamerlane, 42,59,2,59,0,1,0,22,28,10, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 43,26,30,26,0,3,0,13,9,16, 
Tamerlane, 43,59,2,59,0,1,0,23,27,10, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 44,25,31,25,0,3,0,12,9,17, 
Tamerlane, 44,59,2,59,0,1,0,21,29,10, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 45,25,31,25,0,3,0,10,11,17, 
Tamerlane, 45,59,2,59,0,1,0,20,30,10, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 46,23,33,23,0,3,0,10,10,17, 
Tamerlane, 46,59,2,59,0,1,0,26,24,10, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 47,22,34,22,0,4,0,10,8,17, 
Tamerlane, 47,59,2,59,0,1,0,29,21,10, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 48,22,34,22,0,4,0,10,8,17, 
Tamerlane, 48,59,2,59,0,1,0,22,28,10, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 49,22,34,22,0,5,0,3,13,18, 
Tamerlane, 49,59,2,59,0,1,0,26,24,10, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 50,22,34,22,0,5,0,2,14,18, 
Tamerlane, 50,59,2,59,0,1,0,19,30,11, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 51,20,36,20,0,5,0,2,14,18, 
Tamerlane, 51,59,2,59,0,1,0,22,26,12, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 52,19,37,19,0,5,16,0,0,18, 
Tamerlane, 52,59,2,59,0,1,0,45,3,12, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 53,19,37,19,0,5,12,0,4,18, 
Tamerlane, 53,59,2,59,0,1,0,23,25,12, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 54,19,37,19,0,5,8,0,8,18, 
Tamerlane, 54,59,2,59,0,2,0,28,19,12, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 55,18,38,18,0,5,14,0,1,19, 
Tamerlane, 55,59,2,59,0,2,0,37,10,12, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 56,18,38,18,0,5,12,0,3,19, 
Tamerlane, 56,59,2,59,0,2,0,28,19,12, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 57,17,39,17,0,6,9,0,5,19, 
Tamerlane, 57,59,2,59,0,2,0,37,10,12, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 58,17,39,17,0,6,14,0,0,19, 
Tamerlane, 58,59,2,59,0,2,0,35,12,12, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 59,17,39,17,0,6,8,0,6,19, 
Tamerlane, 59,59,2,59,0,2,0,26,21,12, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 60,17,39,17,0,6,10,0,4,19, 
Tamerlane, 60,59,2,59,0,2,0,33,14,12, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 61,16,40,16,0,6,13,0,1,19, 
Tamerlane, 61,59,2,59,0,2,0,34,13,12, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 62,16,40,16,0,6,7,0,7,19, 
Tamerlane, 62,59,2,59,0,2,0,22,25,12, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 63,16,40,16,0,6,10,0,4,19, 
Tamerlane, 63,59,2,59,0,2,0,36,11,12, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 64,16,40,16,0,7,13,0,0,19, 
Tamerlane, 64,59,2,59,0,2,0,31,16,12, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 65,16,40,16,0,7,5,0,8,19, 
Tamerlane, 65,59,2,59,0,2,0,20,27,12, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 66,16,40,16,0,7,10,0,3,19, 
Tamerlane, 66,59,2,59,0,2,0,42,5,12, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 67,16,40,16,0,7,13,0,0,19, 
Tamerlane, 67,59,2,59,0,2,0,25,22,12, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 68,16,40,16,0,7,3,0,10,19, 
Tamerlane, 68,59,2,59,0,2,0,21,26,12, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 69,16,40,16,0,7,12,0,1,19, 
Tamerlane, 69,59,2,58,1,2,0,45,2,12, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 70,16,40,16,0,7,13,0,0,19, 
Tamerlane, 70,59,2,58,1,2,0,22,25,12, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 71,15,41,15,0,7,3,0,10,19, 
Tamerlane, 71,59,2,58,1,2,0,23,24,12, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 72,13,43,13,0,8,11,0,0,19, 
Tamerlane, 72,59,2,58,1,2,0,47,0,12, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 73,13,43,13,0,8,11,0,0,19, 
Tamerlane, 73,59,2,58,1,2,0,23,24,12, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 74,13,43,13,0,8,2,0,8,20, 
Tamerlane, 74,59,2,58,1,2,0,23,24,12, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 75,13,43,13,0,8,9,0,1,20, 
Tamerlane, 75,59,2,58,1,2,0,42,5,12, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 76,13,43,13,0,8,10,0,0,20, 
Tamerlane, 76,59,2,58,1,2,0,24,23,12, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 77,11,45,11,0,8,3,0,7,20, 
Tamerlane, 77,59,2,58,1,2,0,31,16,12, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 78,10,46,10,0,8,9,0,1,20, 
Tamerlane, 78,59,2,58,1,2,0,37,10,12, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 79,10,46,10,0,9,5,0,4,20, 
Tamerlane, 79,59,2,58,1,2,0,25,22,12, 

side, rounds, Alive, Dead, In Battlefield, Left Battlefield, Broken, Retreat, Ready, Engaged, Fight to Death, 
Ottoman, 80,10,46,10,0,10,6,0,2,20, 
Tamerlane, 80,59,2,58,1,2,0,40,7,12, 


Bayezid lost,

Ottoman statistics,
name, index, size, morale, pos, fatigue, state,
Anatolian, 0,9,1, (1444  8970),38,DEAD,
Anatolian, 1,-48,2, (1444  8970),41,DEAD,
Anatolian, 2,-27,12, (1444  7714),29,DEAD,
Anatolian, 3,19,-2, (4330  4067),71,BROKEN,
Anatolian, 4,9,1, (1965  3720),24,DEAD,
Anatolian, 5,10,7, (2272  9729),56,DEAD,
Anatolian, 6,9,7, (2272  9459),82,DEAD,
Anatolian, 7,12,-4, (2776  8825),100,BROKEN,
Anatolian, 8,1,6, (3886  7976),113,DEAD,
Anatolian, 9,-45,11, (4552  9629),46,DEAD,
Azaps inf, 10,-41,10, (2272  9459),52,DEAD,
Azaps inf, 11,-35,11, (2658  9623),65,DEAD,
Janissary, 12,-50,13, (2554  9742),19,DEAD,
Janissary, 13,7,12, (2776  9365),33,DEAD,
Janissary, 14,10,14, (2658  9623),19,DEAD,
Janissary, 15,6,12, (2776  9365),67,DEAD,
Janissary, 16,7,12, (4552  9629),27,DEAD,
Janissary, 17,9,16, (2998  9479),17,DEAD,
Janissary, 18,9,12, (2776  9365),27,DEAD,
Janissary, 19,10,13, (2272  9459),19,DEAD,
Janissary, 20,6,13, (2554  9742),39,DEAD,
Janissary, 21,-42,13, (2554  9742),25,DEAD,
Janissary, 22,8,13, (2554  9742),23,DEAD,
Janissary, 23,7,3, (3289  9131),16,DEAD,
Janissary, 24,8,13, (2554  9742),25,DEAD,
Janissary, 25,8,14, (3886  9596),18,DEAD,
Rumelian, 26,9,8, (1666  9820),33,DEAD,
Rumelian, 27,8,11, (3886  9596),44,DEAD,
Rumelian, 28,10,7, (4330  3518),51,BROKEN,
Rumelian, 29,10,1, (4330  3248),49,DEAD,
Rumelian, 30,9,1, (4330  4598),43,DEAD,
Rumelian, 31,6,10, (4774  9692),57,DEAD,
Rumelian, 32,8,11, (3886  9596),69,DEAD,
Rumelian, 33,-33,10, (4108  9546),67,DEAD,
Rumelian, 34,-33,10, (4330  9467),69,DEAD,
Rumelian, 35,11,7, (5440  9781),67,BROKEN,
Rumelian, 36,10,1, (5440  9511),47,DEAD,
Rumelian, 37,10,8, (3886  9596),85,DEAD,
Rumelian, 38,9,1, (6106  9289),69,DEAD,
Rumelian, 39,10,11, (6106  9289),46,DEAD,
Rumelian, 40,10,11, (6328  9386),62,DEAD,
Rumelian, 41,8,11, (6772  9146),51,DEAD,
Serbian inf, 42,10,2, (1071  7250),30,DEAD,
Serbian Cal, 43,7,15, (1666  9550),49,DEAD,
Serbian Cal, 44,8,2, (1071  7250),44,DEAD,
Kapikulu, 45,10,3, (1071  7250),36,DEAD,
Kapikulu, 46,8,15, (1579  1840),32,DEAD,
Kapikulu, 47,-14,3, (1579  6595),9,DEAD,
Tartar	, 48,10,7, (1071  5671),56,DEAD,
Tartar	, 49,190,36, (1579  1030),43,ENGAGED,
Tartar	, 50,63,6, (1579  1300),44,RETREAT,
Tartar	, 51,159,20, (1579  1570),45,RETREAT,
OttomanReser, 52,10,7, (1071  7250),54,DEAD,
OttomanReser, 53,124,23, (1579  1570),45,ENGAGED,
OttomanReser, 54,13,0, (1579  760),42,RETREAT,
OttomanReser, 55,22,1, (1579  1030),43,RETREAT,

total Ottoman soldiers, killed, in battlefield, left, total kill rate,
84000,83377,84000,0,0.992583,

Tamerlane statistics,
name, index, size, morale, pos, fatigue, state,
Tamerlane Horse-Archer, 56,3000,278, (1071  5213),115,READY,
Tamerlane Horse-Archer, 57,703,63, (1579  1570),123,READY,
Tamerlane Horse-Archer, 58,639,57, (1579  1570),126,READY,
Tamerlane Horse-Archer, 59,2681,248, (1579  1030),121,READY,
Tamerlane Horse-Archer, 60,1267,116, (2272  3537),117,READY,
Tamerlane Horse-Archer, 61,2323,214, (1579  1570),123,READY,
Tamerlane Horse-Archer, 62,628,56, (1579  1030),128,ENGAGED,
Tamerlane Horse-Archer, 63,526,47, (4330  3518),126,ENGAGED,
Tamerlane Horse-Archer, 64,1725,159, (1965  1942),112,READY,
Tamerlane Horse-Archer, 65,864,78, (1579  1570),114,ENGAGED,
Tamerlane Horse-Archer, 66,793,72, (1579  1300),121,READY,
Tamerlane Horse-Archer, 67,2873,276, (6106  190),103,READY,
Tamerlane Horse-Archer, 68,56,3, (1579  1570),132,ENGAGED,
Tamerlane Horse-Archer, 69,1018,93, (1579  1030),121,READY,
Tamerlane Horse-Archer, 70,1360,124, (1579  1030),122,ENGAGED,
Tamerlane Horse-Archer, 71,40,9, (-1  -1),97,BROKEN,
Tamerlane Horse-Archer, 72,849,77, (1579  1030),119,READY,
Tamerlane Horse-Archer, 73,547,49, (4330  2708),130,READY,
Tamerlane Horse-Archer, 74,2873,276, (6106  214),107,READY,
Tamerlane Horse-Archer, 75,194,16, (1579  1300),126,READY,
Tamerlane Horse-Archer, 76,1014,102, (6106  87),105,READY,
Tamerlane Horse-Archer, 77,538,58, (6106  103),110,READY,
Tamerlane Horse-Archer, 78,2531,244, (6772  203),103,READY,
Tamerlane Horse-Archer, 79,786,81, (6106  222),107,READY,
Tamerlane Horse-Archer, 80,845,76, (4330  3248),113,READY,
Tamerlane Horse-Archer, 81,1436,142, (6772  86),101,READY,
Tamerlane Horse-Archer, 82,3000,289, (6994  15),80,READY,
Tamerlane Horse-Archer, 83,3000,289, (7216  260),80,READY,
Tamerlane Horse-Archer, 84,3000,289, (7438  33),80,READY,
Tamerlane Horse-Archer, 85,3000,289, (7660  87),80,READY,
Tamerlane Horse-Archer, 86,3000,289, (7882  71),80,READY,
Tamerlane Horse-Archer, 87,3000,289, (8104  53),80,READY,
Tamerlane Horse-Archer, 88,3000,289, (8326  232),80,READY,
Tamerlane Horse-Archer, 89,3000,289, (8548  160),80,READY,
Tamerlane Horse-Archer, 90,3000,289, (8770  121),80,READY,
Tamerlane Gaurds, 91,656,164, (1579  1300),118,READY,
Tamerlane Gaurds, 92,53,23, (4330  9467),48,FIGHT TO D,
Tamerlane Gaurds, 93,47,10, (3886  9596),83,FIGHT TO D,
Tamerlane Gaurds, 94,10,4, (2272  9459),16,DEAD,
Tamerlane Gaurds, 95,619,154, (2272  3351),107,READY,
Tamerlane Gaurds, 96,1333,345, (6772  210),102,READY,
Tamerlane Gaurds, 97,652,163, (1579  1840),115,READY,
Tamerlane	, 98,444,122, (1965  1380),112,READY,
Tamerlane	, 99,280,78, (1444  8970),38,FIGHT TO D,
Tamerlane	, 100,13,3, (2272  9459),28,FIGHT TO D,
Tamerlane	, 101,125,35, (2554  9742),30,FIGHT TO D,
Tamerlane	, 102,12,13, (2554  9742),27,FIGHT TO D,
Tamerlane	, 103,26,7, (2658  9623),25,FIGHT TO D,
Tamerlane	, 104,80,22, (4108  9546),48,FIGHT TO D,
Tamerlane	, 105,164,55, (4552  9629),30,FIGHT TO D,
Tamerlane	, 106,49,12, (1579  7135),74,FIGHT TO D,
Tamerlane	, 107,97,37, (1444  7714),43,FIGHT TO D,
Tamerlane Reserves, 108,99,10, (1579  1030),122,ENGAGED,
Tamerlane Reserves, 109,60,5, (1579  1030),124,ENGAGED,
Tamerlane Reserves, 110,955,117, (1579  1030),118,READY,
Tamerlane Reserves, 111,131,14, (1579  1570),112,READY,
Tamerlane Reserves, 112,10,8, (1071  8330),32,DEAD,
Tamerlane Reserves, 113,162,18, (1579  1840),114,READY,
Tamerlane Reserves, 114,109,11, (1579  1570),121,READY,
Tamerlane Reserves, 115,47,3, (1579  1840),120,READY,
Tamerlane Reserves, 116,271,41, (6772  56),101,READY,

total Tamerlane soldiers, killed, in battlefield, left, total kill rate,
148500,82907,148460,40,0.558296,
